seed,,1234,1234,1234,1234,308,308,308,308,1028,1028,1028,1028
type,,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase
model,fewshot,,,,,,,,,,,,
LGAI-EXAONE__EXAONE-4.0-1.2B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-4.0-1.2B,1shot,513,670,77,24,513,659,80,32,507,675,72,30
LGAI-EXAONE__EXAONE-4.0-1.2B,2shot,545,643,71,25,561,634,65,24,548,634,77,25
LGAI-EXAONE__EXAONE-4.0-1.2B,5shot,670,550,46,18,689,524,48,23,677,540,45,22
LGAI-EXAONE__EXAONE-4.0-1.2B,10shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-Deep-2.4B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-Deep-2.4B,1shot,619,587,52,26,631,576,52,25,613,578,60,33
LGAI-EXAONE__EXAONE-Deep-2.4B,2shot,674,542,50,18,696,526,46,16,697,518,44,25
LGAI-EXAONE__EXAONE-Deep-2.4B,5shot,801,431,38,14,784,445,37,18,806,431,35,12
LGAI-EXAONE__EXAONE-Deep-2.4B,10shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B,1shot,572,669,31,12,588,655,28,13,581,662,31,10
Qwen__Qwen3-0.6B,2shot,606,634,30,14,605,638,31,10,606,635,34,9
Qwen__Qwen3-0.6B,5shot,663,584,26,11,655,589,28,12,654,592,28,10
Qwen__Qwen3-0.6B,10shot,727,521,24,12,723,528,24,9,714,534,25,11
Qwen__Qwen3-0.6B-Base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B-Base,1shot,776,472,28,8,780,467,25,12,749,501,22,12
Qwen__Qwen3-0.6B-Base,2shot,814,435,24,11,805,443,23,13,812,438,24,10
Qwen__Qwen3-0.6B-Base,5shot,885,370,21,8,893,360,22,9,906,350,22,6
Qwen__Qwen3-0.6B-Base,10shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-32B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-32B,1shot,938,331,10,5,955,309,12,8,941,324,15,4
Qwen__Qwen3-32B,2shot,1051,219,12,2,1053,219,9,3,1058,214,8,4
Qwen__Qwen3-32B,5shot,2246,306,12,4,1139,135,8,2,1130,143,8,3
Qwen__Qwen3-32B,10shot,1137,139,6,2,1136,140,6,2,1144,131,7,2
kakaocorp__kanana-1.5-2.1b-base,0shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-2.1b-base,1shot,814,448,14,8,821,434,19,10,788,468,20,8
kakaocorp__kanana-1.5-2.1b-base,2shot,880,382,16,6,886,372,16,10,876,384,14,10
kakaocorp__kanana-1.5-2.1b-base,5shot,999,265,14,6,1001,259,17,7,984,279,14,7
kakaocorp__kanana-1.5-2.1b-base,10shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-8b-instruct-2505,0shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-8b-instruct-2505,1shot,850,400,24,10,857,398,23,6,820,432,24,8
kakaocorp__kanana-1.5-8b-instruct-2505,2shot,930,333,18,3,924,333,22,5,930,327,21,6
kakaocorp__kanana-1.5-8b-instruct-2505,5shot,1059,202,18,5,1067,199,14,4,1052,214,11,7
kakaocorp__kanana-1.5-8b-instruct-2505,10shot,1093,170,14,7,1097,167,13,7,1092,172,14,6
meta-llama__Llama-3.2-1B-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
meta-llama__Llama-3.2-1B-Instruct,1shot,554,666,46,18,548,669,49,18,527,690,48,19
meta-llama__Llama-3.2-1B-Instruct,2shot,571,655,42,16,598,628,43,15,581,652,35,16
meta-llama__Llama-3.2-1B-Instruct,5shot,660,577,35,12,681,554,36,13,659,576,33,16
meta-llama__Llama-3.2-1B-Instruct,10shot,0,0,0,0,0,0,0,0,0,0,0,0
