seed,,1234,1234,1234,1234,308,308,308,308,1028,1028,1028,1028
type,,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase
model,fewshot,,,,,,,,,,,,
Qwen__Qwen3-0.6B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B,1shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B,2shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B,5shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-0.6B,10shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-32B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-32B,1shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-32B,2shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-32B,5shot,0,0,0,0,0,0,0,0,0,0,0,0
Qwen__Qwen3-32B,10shot,0,0,0,0,0,0,0,0,0,0,0,0
gpt-4.1,0shot,0,0,0,0,0,0,0,0,0,0,0,0
gpt-4.1,1shot,1188,93,2,1,1195,86,1,2,1187,90,5,2
gpt-4.1,2shot,1198,83,2,1,1204,77,2,1,1209,72,3,0
gpt-4.1,5shot,1209,72,3,0,1213,68,2,1,1216,67,1,0
gpt-4.1,10shot,1221,61,2,0,1221,60,2,1,1213,67,3,1
gpt-4.1-mini,0shot,0,0,0,0,0,0,0,0,0,0,0,0
gpt-4.1-mini,1shot,1128,145,8,3,1147,122,9,6,1116,149,14,5
gpt-4.1-mini,2shot,1134,136,10,4,1130,138,10,6,1126,137,17,4
gpt-4.1-mini,5shot,1159,118,6,1,1162,110,10,2,1175,100,8,1
gpt-4.1-mini,10shot,1181,92,8,3,1185,93,6,0,1189,87,4,4
kakaocorp__kanana-1.5-8b-instruct-2505,0shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-8b-instruct-2505,1shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-8b-instruct-2505,2shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-8b-instruct-2505,5shot,0,0,0,0,0,0,0,0,0,0,0,0
kakaocorp__kanana-1.5-8b-instruct-2505,10shot,0,0,0,0,0,0,0,0,0,0,0,0
