seed,,1234,1234,1234,1234,308,308,308,308,1028,1028,1028,1028
type,,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase
model,fewshot,,,,,,,,,,,,
K-intelligence__Midm-2.0-Base-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
K-intelligence__Midm-2.0-Base-Instruct,1shot,931,165,124,64,925,190,110,59,923,194,104,63
K-intelligence__Midm-2.0-Base-Instruct,2shot,968,168,97,51,962,163,112,47,947,176,98,63
K-intelligence__Midm-2.0-Base-Instruct,5shot,1045,140,69,30,1029,153,66,36,1033,142,71,38
K-intelligence__Midm-2.0-Base-Instruct,10shot,1061,138,56,29,1071,135,52,26,1062,148,53,21
K-intelligence__Midm-2.0-Mini-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
K-intelligence__Midm-2.0-Mini-Instruct,1shot,846,288,50,100,838,275,53,118,818,298,54,114
K-intelligence__Midm-2.0-Mini-Instruct,2shot,887,232,54,111,888,231,53,112,887,240,49,108
K-intelligence__Midm-2.0-Mini-Instruct,5shot,889,193,52,150,879,187,56,162,874,196,55,159
K-intelligence__Midm-2.0-Mini-Instruct,10shot,910,160,57,157,912,163,48,161,905,164,57,158
LGAI-EXAONE__EXAONE-4.0-1.2B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-4.0-1.2B,1shot,366,284,291,343,373,313,270,328,387,317,254,326
LGAI-EXAONE__EXAONE-4.0-1.2B,2shot,538,345,163,238,542,293,181,268,523,315,170,276
LGAI-EXAONE__EXAONE-4.0-1.2B,5shot,540,328,138,278,574,302,136,272,568,336,131,249
LGAI-EXAONE__EXAONE-4.0-1.2B,10shot,560,319,109,296,567,314,118,285,577,296,119,292
LGAI-EXAONE__EXAONE-4.0-32B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-4.0-32B,1shot,1128,134,12,10,1089,143,26,26,1129,130,16,9
LGAI-EXAONE__EXAONE-4.0-32B,2shot,1142,107,18,17,1087,136,34,27,1157,111,10,6
LGAI-EXAONE__EXAONE-4.0-32B,5shot,1184,86,8,6,1154,99,15,16,1165,94,13,12
LGAI-EXAONE__EXAONE-4.0-32B,10shot,1171,99,10,4,1185,85,9,5,1190,77,11,6
LGAI-EXAONE__EXAONE-Deep-2.4B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-Deep-2.4B,1shot,549,294,117,324,544,290,113,337,545,313,110,316
LGAI-EXAONE__EXAONE-Deep-2.4B,2shot,550,319,121,294,566,319,102,297,554,319,110,301
LGAI-EXAONE__EXAONE-Deep-2.4B,5shot,588,315,99,282,603,315,89,277,610,316,89,269
LGAI-EXAONE__EXAONE-Deep-2.4B,10shot,588,321,95,280,616,336,80,252,592,331,99,262
LGAI-EXAONE__EXAONE-Deep-32B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
