seed,,1234,1234,1234,1234,308,308,308,308,1028,1028,1028,1028
type,,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase,standard_negation,local_negation,contradiction,paraphrase
model,fewshot,,,,,,,,,,,,
K-intelligence__Midm-2.0-Base-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
K-intelligence__Midm-2.0-Base-Instruct,1shot,951,306,21,6,936,324,18,6,937,325,16,6
K-intelligence__Midm-2.0-Base-Instruct,2shot,1027,235,15,7,1028,240,12,4,1024,239,16,5
K-intelligence__Midm-2.0-Base-Instruct,5shot,1101,168,12,3,1081,185,14,4,1104,169,9,2
K-intelligence__Midm-2.0-Base-Instruct,10shot,1126,146,8,4,1135,138,7,4,1137,137,7,3
K-intelligence__Midm-2.0-Mini-Instruct,0shot,0,0,0,0,0,0,0,0,0,0,0,0
K-intelligence__Midm-2.0-Mini-Instruct,1shot,868,354,49,13,859,375,39,11,853,369,46,16
K-intelligence__Midm-2.0-Mini-Instruct,2shot,973,262,38,11,954,286,35,9,954,284,38,8
K-intelligence__Midm-2.0-Mini-Instruct,5shot,1051,196,26,11,1056,194,24,10,1055,197,24,8
K-intelligence__Midm-2.0-Mini-Instruct,10shot,1108,146,21,9,1092,162,22,8,1094,157,23,10
LGAI-EXAONE__EXAONE-4.0-1.2B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-4.0-1.2B,1shot,500,679,79,26,493,690,73,28,495,695,65,29
LGAI-EXAONE__EXAONE-4.0-1.2B,2shot,567,625,68,24,565,636,62,21,553,635,71,25
LGAI-EXAONE__EXAONE-4.0-1.2B,5shot,710,513,40,21,685,521,55,23,726,495,46,17
LGAI-EXAONE__EXAONE-4.0-1.2B,10shot,797,439,35,13,791,438,41,14,787,443,36,18
LGAI-EXAONE__EXAONE-4.0-32B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-4.0-32B,1shot,829,428,21,6,813,451,17,3,820,438,21,5
LGAI-EXAONE__EXAONE-4.0-32B,2shot,894,364,21,5,911,353,14,6,889,374,15,6
LGAI-EXAONE__EXAONE-4.0-32B,5shot,1013,258,11,2,1016,250,11,7,1008,258,14,4
LGAI-EXAONE__EXAONE-4.0-32B,10shot,1045,224,9,6,1055,218,8,3,1050,224,7,3
LGAI-EXAONE__EXAONE-Deep-2.4B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
LGAI-EXAONE__EXAONE-Deep-2.4B,1shot,668,552,43,21,655,562,46,21,645,570,50,19
LGAI-EXAONE__EXAONE-Deep-2.4B,2shot,736,478,51,19,748,484,38,14,755,473,43,13
LGAI-EXAONE__EXAONE-Deep-2.4B,5shot,886,358,29,11,866,378,31,9,867,375,32,10
LGAI-EXAONE__EXAONE-Deep-2.4B,10shot,966,275,31,12,971,268,34,11,964,277,33,10
LGAI-EXAONE__EXAONE-Deep-32B,0shot,0,0,0,0,0,0,0,0,0,0,0,0
